48508|2015-09-20|1.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48509|2015-09-27|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48510|2015-10-04|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48511|2015-10-11|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48512|2015-10-18|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48513|2015-10-25|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48514|2015-11-01|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48515|2015-11-08|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48516|2015-11-15|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48517|2015-11-22|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48518|2015-11-29|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48519|2015-12-06|2.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48520|2015-12-13|1.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48521|2015-12-20|1.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48522|2015-12-27|5.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48523|2016-01-03|13.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48524|2016-01-10|10.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48525|2016-01-17|7.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48526|2016-01-24|11.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48527|2016-01-31|7.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48528|2016-02-07|22.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48529|2016-02-14|24.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48530|2016-02-21|31.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48531|2016-02-28|20.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48532|2016-03-06|9.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48533|2016-03-13|3.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48534|2016-03-20|2.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48535|2016-03-27|2.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48536|2016-04-03|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48537|2016-04-10|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48538|2016-04-17|3.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48539|2016-04-24|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48540|2016-05-01|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
48541|2016-05-08|0.0|310320|Araçaí|MG|35777-000|-19.242|-44.2243
